battery_power,clock_speed,int_memory,m_dep,mobile_wt,n_cores,ram,talk_time,pixel_area,screen_area,total_camera_mp,blue,dual_sim,touch_screen,wifi,supports_3_4G,price_range
1986,2.7,64,0.2,162,4,1377,15,358720,15,23,0,1,1,1,1,1
1119,0.5,23,0.4,164,4,3520,7,751215,28,1,0,1,0,0,1,3
1699,0.5,59,0.5,97,4,3796,12,823888,170,4,0,1,1,1,0,3
1099,0.5,61,0.3,146,3,1699,3,430728,170,33,0,0,1,1,1,1
1576,2.6,58,0.2,90,3,336,13,252400,112,23,0,0,1,1,1,0
950,0.5,55,0.1,156,5,1095,13,652482,168,19,1,0,1,0,0,0
1081,2.5,49,1.0,99,3,325,6,147396,9,30,1,1,0,1,0,0
606,2.5,53,0.2,146,4,1223,7,535680,228,3,0,0,0,0,1,0
502,1.5,37,0.2,199,2,1649,14,1276050,6,19,0,1,1,0,0,1
957,0.7,4,0.1,160,2,1898,3,63916,48,0,1,0,1,0,1,1
1658,1.4,38,0.3,159,5,2609,19,37689,132,0,1,1,0,0,1,2
1681,2.5,18,0.3,167,1,2265,20,854250,15,13,1,1,1,1,1,2
1983,0.5,43,1.0,87,6,2775,3,235924,36,13,1,1,1,1,0,2
1753,1.2,12,0.9,113,7,1445,12,617265,272,25,0,0,1,1,1,1
1632,1.4,41,0.1,132,4,2614,15,1145838,20,1,1,0,0,0,1,2
1949,1.4,57,0.3,145,7,356,19,1120278,15,18,1,0,0,0,0,0
1696,1.7,13,0.9,97,3,523,4,138188,0,3,0,0,1,1,0,0
688,2.5,57,0.8,131,7,3745,4,836664,17,3,0,1,1,0,0,3
1104,1.7,60,0.4,199,2,1229,3,922689,0,14,0,0,1,1,1,0
1122,2.8,28,0.6,184,3,1402,3,3097614,140,4,0,0,1,0,0,1
504,0.5,46,0.9,172,5,2085,8,502600,65,16,1,1,0,0,1,1
1154,0.5,14,0.7,156,7,587,4,452051,24,26,0,0,1,1,1,0
1727,2.1,63,0.6,85,7,2457,7,2914296,247,10,0,0,0,1,1,3
1674,2.8,52,0.2,89,3,2030,6,2361368,0,7,0,1,0,0,1,2
1948,2.8,18,0.2,135,2,816,3,272367,32,19,0,1,0,0,1,0
1218,2.8,39,0.8,150,7,1667,12,1959012,0,17,1,1,0,0,0,1
531,1.1,63,0.7,189,7,2958,19,275935,17,24,0,0,1,0,0,2
1057,2.1,5,0.5,154,5,3705,13,438880,24,17,0,0,0,0,1,3
576,1.2,30,0.8,162,8,2800,16,756371,66,6,0,0,1,1,0,2
1960,2.1,7,0.2,165,7,3773,6,761236,99,10,1,0,1,1,0,3
673,1.7,22,0.1,88,1,2050,17,646272,14,8,1,1,1,0,1,1
718,0.7,21,0.8,88,1,1754,9,429940,187,7,0,1,0,1,1,1
864,1.7,35,0.3,103,3,1904,13,1196715,96,10,0,0,1,1,1,1
547,1.9,37,0.4,154,5,2705,10,200711,51,5,0,1,1,0,1,1
623,0.9,3,0.1,102,8,3537,3,3114969,208,8,1,0,0,1,1,3
1793,0.7,27,0.4,154,5,1370,19,423092,48,24,0,1,0,1,1,1
1720,0.7,19,0.1,137,2,1222,7,264214,26,3,1,1,0,0,0,1
812,0.5,64,1.0,106,4,3102,2,45815,0,8,0,1,0,0,0,2
980,0.5,33,0.9,160,6,2268,4,1772064,35,0,1,0,1,0,1,2
643,1.0,18,0.2,187,8,2648,18,476918,35,21,0,0,1,1,1,1
1925,3.0,16,0.8,175,8,2173,19,1068521,21,11,0,1,1,0,1,2
1408,2.5,32,0.1,151,4,3162,3,859250,342,9,1,0,0,0,1,3
1522,0.7,28,0.2,124,1,1368,17,1133832,70,9,1,1,0,1,1,1
587,2.5,51,0.6,111,1,2746,7,332084,40,33,1,0,0,1,1,2
1959,0.5,18,0.7,191,6,619,8,68575,28,25,0,1,1,1,1,0
1872,0.5,17,0.7,89,6,724,9,3090483,51,9,0,1,0,1,1,1
1043,0.5,42,0.1,111,3,912,6,1164216,144,15,1,0,1,0,0,0
1809,0.5,23,0.7,123,6,2784,20,719213,72,25,0,0,1,1,1,3
1703,0.5,23,0.2,92,6,793,17,69814,21,12,1,0,1,0,1,0
1095,0.5,45,0.5,197,1,560,10,223213,9,9,1,0,1,0,1,0
1414,2.6,27,0.6,137,4,312,8,1257456,10,21,0,0,0,1,0,0
1659,2.5,41,0.1,88,7,545,9,1192305,0,20,1,0,1,1,0,0
1540,0.7,60,0.8,197,7,1591,2,578688,0,13,0,1,0,1,1,1
1342,1.0,31,0.6,86,7,2746,10,1623258,75,1,0,0,1,0,1,3
1189,2.3,8,0.5,198,3,893,13,353228,54,27,1,0,1,0,1,0
518,2.4,62,0.6,128,6,2514,7,347190,192,0,1,0,1,1,1,1
1449,0.8,10,0.2,144,1,1032,8,2858394,0,15,0,1,1,1,1,1
516,1.1,39,0.4,91,5,819,10,1197855,0,7,0,1,1,1,1,0
1569,0.8,59,0.9,111,3,3672,15,1743963,30,24,0,1,0,1,1,3
1312,0.8,24,0.9,156,6,3833,17,205965,182,0,1,1,1,0,0,3
1893,0.5,23,0.1,179,8,1482,17,1722696,105,4,1,1,1,0,0,2
1076,2.5,14,0.2,105,5,2043,14,708500,35,7,0,0,0,0,0,1
530,2.6,40,0.9,118,6,1229,2,891620,176,3,1,0,1,0,0,0
1044,2.8,33,0.6,129,4,1816,15,53004,272,20,1,1,0,1,1,1
1330,1.1,37,0.7,126,7,2166,4,1805611,10,31,0,0,0,0,1,2
1836,1.1,14,0.7,104,5,2469,7,179424,108,1,0,1,1,1,1,2
1741,0.5,55,0.1,140,5,2575,7,542845,130,4,1,0,1,1,1,2
1869,2.6,30,0.4,152,1,1375,19,142462,45,13,0,0,0,0,1,1
1331,0.5,55,0.9,146,3,1732,11,1779022,12,23,0,0,0,1,1,1
1655,0.5,4,0.1,105,3,673,12,843848,30,18,1,1,0,0,1,0
605,1.5,18,0.9,162,2,2301,8,215824,135,23,0,0,0,0,1,1
1245,0.6,30,0.7,105,5,2676,7,473220,136,5,1,0,0,0,1,2
1709,0.8,58,0.8,136,2,1781,17,1235152,54,18,1,0,0,0,1,2
846,2.6,58,0.1,123,4,2248,13,2260620,128,15,1,0,0,0,1,2
1403,2.5,62,0.9,90,4,921,18,352191,182,16,1,1,0,0,1,0
688,1.5,2,1.0,89,3,391,8,235499,10,2,1,0,1,1,1,0
775,2.5,10,0.1,185,7,1719,18,690420,57,15,1,1,1,1,1,1
1154,2.0,35,0.8,159,5,3262,16,1832481,240,22,0,0,0,0,1,3
1375,0.5,35,0.1,194,2,1947,15,175244,195,5,0,1,1,1,1,1
1827,0.8,61,0.9,130,7,2693,7,446292,24,13,1,0,1,1,0,3
1697,0.5,60,0.1,90,4,441,11,92048,15,0,0,0,1,0,1,0
741,1.5,14,0.3,178,5,1886,9,198396,209,14,0,0,1,1,1,0
1672,0.5,32,0.7,174,1,1267,20,2428776,68,33,1,1,1,0,1,1
514,0.7,57,0.1,186,3,687,20,221760,0,11,1,0,1,1,1,0
1375,1.3,12,0.1,105,1,2890,12,1514926,17,15,1,1,0,0,0,3
989,1.8,55,0.7,124,1,1737,10,49174,40,16,1,1,0,1,1,1
1510,2.5,47,0.7,138,2,887,5,138060,108,24,1,1,0,0,0,0
1266,2.6,18,0.4,86,7,398,3,1893265,128,3,0,0,1,1,1,0
1396,2.4,46,0.1,138,7,2389,15,1604277,21,1,0,1,0,1,0,2
808,2.3,45,0.8,161,1,3431,13,696424,90,12,0,0,1,1,0,3
1542,2.3,43,0.8,182,2,3601,16,334236,56,12,0,0,0,0,0,3
745,0.6,35,0.8,102,8,2459,16,136882,14,15,1,1,1,0,1,1
1735,1.9,59,0.7,148,6,3230,9,115902,6,0,1,1,1,0,1,3
586,0.5,57,0.3,188,2,3646,11,1702914,60,6,0,1,1,1,1,3
1341,2.1,36,0.4,107,8,2200,15,271502,252,1,1,1,1,0,0,1
781,1.3,64,0.2,88,2,3862,9,223376,170,8,1,1,0,0,0,3
501,0.5,22,0.5,174,6,3077,17,391004,51,34,1,1,0,0,0,2
1224,1.8,44,0.2,139,2,621,14,440998,44,11,1,1,1,1,1,0
1970,1.6,58,0.3,80,8,2372,2,576828,168,30,0,1,1,0,1,2
618,2.2,63,0.9,138,2,2574,5,1519193,42,1,1,1,1,0,1,2
1537,2.9,46,0.8,158,4,2857,2,895230,238,28,0,0,1,1,1,3
1018,2.2,16,0.6,153,8,3143,20,1421536,204,18,0,0,1,0,0,3
1545,1.3,35,0.1,173,5,3197,6,155480,126,35,0,1,0,1,1,3
1871,2.1,41,0.4,144,8,2727,11,540650,120,9,0,0,0,0,1,3
1729,2.1,12,0.9,186,1,1519,5,543058,36,7,1,1,0,1,1,1
680,2.1,9,0.1,131,3,2438,17,2142000,28,20,1,1,0,0,1,2
1106,1.9,54,0.7,107,3,2674,9,744168,27,13,1,0,0,1,1,2
635,0.6,50,0.3,97,5,2107,12,190877,156,14,1,1,0,0,1,1
618,0.6,16,0.2,143,1,2262,4,1770210,240,22,0,0,1,0,0,2
1671,0.5,5,0.9,179,8,815,10,502674,96,31,0,1,1,1,1,0
1562,1.2,52,0.1,105,7,2829,3,349440,130,9,1,1,1,1,1,2
1975,1.9,31,0.9,151,1,3022,19,1245425,65,19,1,1,0,1,0,3
831,0.7,62,0.7,134,8,2573,18,2208180,192,11,1,0,0,1,1,2
1524,1.8,10,0.6,174,4,2678,13,84700,80,1,1,1,0,1,1,2
1528,1.8,55,0.8,129,5,1282,11,799948,99,9,1,1,1,1,1,1
1447,2.5,9,0.2,155,8,568,8,1072335,132,18,1,1,0,0,0,0
1344,1.5,14,0.5,190,1,2074,5,232964,8,4,0,0,1,0,1,1
564,3.0,8,0.7,130,2,2227,14,1481661,18,4,0,1,0,1,1,1
921,0.6,60,0.1,83,2,1080,6,1488319,0,4,0,1,0,1,0,0
1413,1.7,10,0.2,200,6,2867,15,504284,20,8,1,0,1,0,0,2
831,2.4,55,0.5,86,6,1075,3,213108,132,22,0,0,1,0,1,0
802,0.5,43,0.6,153,5,3063,4,386818,221,9,0,1,1,0,0,2
1923,1.3,24,1.0,86,4,2479,15,1104736,18,7,0,0,1,0,1,2
1193,3.0,56,0.4,196,3,2394,14,582336,209,27,1,0,1,0,1,2
904,1.2,31,0.8,112,3,2814,19,666198,39,21,1,1,0,0,1,2
1285,2.4,51,1.0,140,7,2094,10,237500,0,3,0,0,0,0,1,1
1635,2.6,2,0.6,182,4,2315,2,1705899,10,0,0,1,1,0,1,2
1923,1.0,14,0.9,154,4,2519,16,7875,0,11,0,1,0,1,1,2
1851,1.9,12,0.9,198,6,735,14,576331,42,14,1,1,0,1,1,0
727,1.5,32,1.0,131,7,1891,7,1119501,247,1,1,0,0,1,1,1
1396,1.5,44,0.1,118,6,1386,8,318839,7,1,0,1,1,1,1,1
877,1.3,46,0.8,135,1,3260,6,297964,168,23,0,1,0,0,1,2
696,2.4,35,0.2,103,3,2022,4,424801,154,24,1,0,0,1,1,1
1009,1.0,2,0.6,102,8,1716,15,951216,35,16,1,1,0,0,0,1
1526,1.1,38,0.3,116,5,3317,8,1131564,7,8,0,1,1,1,1,3
987,2.0,20,0.8,192,7,1454,8,232780,33,4,0,1,1,0,1,0
1414,2.2,49,0.5,101,4,2290,12,115310,0,1,1,1,1,0,1,1
1732,0.8,61,0.3,172,5,3940,20,131856,187,5,0,0,1,1,0,3
1587,0.5,50,0.9,148,8,461,4,261326,68,15,1,0,0,1,1,0
1097,0.8,21,0.1,160,7,2219,12,1726504,90,25,0,0,0,1,1,2
504,2.8,40,0.5,178,3,470,16,748070,0,0,0,1,0,0,1,0
1159,2.7,28,0.2,80,8,2495,9,283878,0,31,0,0,1,1,1,2
1910,1.4,29,0.6,146,7,2944,2,212787,56,2,0,0,1,1,1,2
865,1.2,59,0.1,159,3,2361,19,1452220,176,17,0,1,0,1,1,2
1930,2.0,16,0.8,186,8,1783,13,3649920,51,23,1,0,0,1,0,2
860,1.3,40,0.7,170,3,2832,20,2486913,91,21,1,1,1,1,1,2
1268,2.9,42,0.9,182,6,931,20,328320,55,26,1,0,1,0,1,0
999,1.8,27,0.1,167,4,1344,5,14900,170,1,1,1,0,0,1,0
622,0.7,9,0.3,127,2,3916,5,50078,13,0,0,0,0,1,1,2
1250,1.4,44,0.2,182,7,1882,14,710733,14,28,1,0,0,0,0,1
763,0.5,51,0.3,104,5,2865,9,348894,66,21,1,0,1,1,1,2
1100,1.6,15,0.1,112,8,757,16,1235136,24,26,1,0,1,1,1,0
815,2.0,51,0.3,85,6,3469,6,1267762,20,16,0,1,0,1,1,3
618,0.5,57,0.2,88,3,2399,17,787584,270,9,1,1,1,1,1,1
553,2.2,18,0.7,136,2,3300,20,2435004,120,1,1,1,0,0,1,3
673,2.2,3,0.4,84,2,2719,9,1382923,38,11,1,1,1,1,1,2
563,2.0,47,0.3,115,7,3012,15,144324,56,15,0,1,0,0,1,2
1590,1.5,14,0.5,187,4,2836,4,1173322,30,27,0,1,0,0,1,3
1031,2.1,11,0.1,121,2,2385,16,663404,77,11,1,1,0,0,1,2
909,0.5,30,0.4,97,3,594,4,224170,0,19,1,1,1,1,1,0
1880,0.5,7,0.6,104,4,2968,3,906910,0,1,0,0,1,0,1,3
1479,1.8,24,0.1,146,6,3762,5,210915,120,0,1,1,0,0,1,3
1271,1.5,2,0.9,161,1,892,20,2252880,195,1,0,1,1,0,0,1
709,1.9,13,0.1,81,8,467,5,810540,187,26,0,0,1,1,1,0
1744,2.8,62,0.7,158,1,345,14,967518,60,0,0,0,0,0,1,0
1314,2.2,40,0.8,116,7,3033,17,609424,72,1,1,0,1,1,1,3
1136,0.5,9,0.9,150,6,2110,16,2309469,45,2,0,0,0,1,1,2
1039,2.7,56,0.3,125,8,3105,5,307146,112,24,1,0,1,1,0,2
1300,0.5,62,0.1,156,6,874,10,227103,45,12,1,0,1,0,1,0
732,2.3,39,0.6,188,7,3681,15,1807302,57,18,1,1,1,1,1,3
511,0.7,52,0.7,180,2,3865,7,18216,24,11,0,1,0,1,1,2
1092,0.5,11,0.5,167,3,737,11,267228,56,24,1,1,1,0,0,0
921,2.2,10,0.1,170,7,3153,11,1868568,16,30,1,1,1,0,1,3
1030,0.5,37,0.7,147,1,2800,12,277153,48,12,1,0,0,1,1,2
1130,1.8,27,0.9,101,1,315,11,2360605,70,8,0,1,1,0,1,0
1299,2.8,60,0.8,187,8,1412,20,2450054,13,8,0,1,1,1,0,1
1009,2.8,2,0.6,115,7,2286,13,491547,152,22,1,1,0,0,1,2
1735,1.8,34,0.1,140,2,2392,19,130524,255,33,0,1,0,1,1,2
1129,2.8,49,0.5,185,2,1857,5,1154530,32,2,1,1,1,1,1,1
708,1.9,26,0.3,116,7,1419,16,127720,60,1,0,0,1,1,1,0
894,0.7,58,0.1,123,2,3305,2,118026,84,5,0,0,0,0,1,2
530,2.4,32,0.3,88,6,959,6,48576,119,21,0,0,1,0,0,0
1481,2.0,35,0.5,105,3,2635,4,129978,272,0,1,1,0,1,1,2
1068,2.7,45,0.6,194,5,1754,9,1401565,119,1,0,1,0,1,1,1
1487,0.5,57,0.7,84,3,2563,14,107520,72,18,0,0,0,0,1,2
1524,2.5,41,1.0,96,4,1936,9,136160,0,31,0,1,1,1,1,1
1093,1.9,22,0.3,196,8,1869,4,192066,40,16,0,1,1,1,1,1
1816,1.6,50,0.1,186,5,3637,16,871200,77,2,1,1,0,1,0,3
627,1.8,20,0.8,142,3,896,14,106977,102,10,0,0,0,0,0,0
989,0.7,51,0.4,132,3,2349,20,538680,10,28,1,0,0,1,1,1
1895,0.5,5,0.7,134,1,774,6,967875,60,13,0,0,1,0,1,1
805,1.7,58,0.9,168,3,3397,2,125064,42,10,1,1,0,0,1,2
713,1.6,2,0.4,181,8,485,4,1668758,60,16,1,0,1,1,1,0
864,2.5,24,0.7,148,4,3964,12,1876836,104,25,0,0,1,0,1,3
1177,0.9,11,1.0,181,4,1887,11,1817235,40,8,0,0,1,1,1,1
582,0.5,32,0.7,107,3,2977,20,1775186,6,19,0,0,1,1,0,2
1898,1.8,56,0.2,185,7,2114,19,328116,50,7,0,1,1,1,1,2
1158,0.7,29,0.7,123,2,1542,15,558556,153,21,0,1,0,1,1,1
1451,0.5,57,0.6,181,8,3038,18,1182272,105,17,1,0,0,1,1,3
1820,1.4,51,0.9,163,7,2481,11,380568,99,15,1,0,0,0,0,2
984,0.5,9,0.8,140,3,841,16,375417,270,23,0,1,0,0,1,0
580,2.1,24,0.4,135,4,3565,8,362792,132,5,1,1,0,1,1,2
1263,2.0,5,0.4,146,6,1958,4,1534986,54,3,1,0,1,1,1,2
1237,0.5,27,0.1,87,8,2454,8,165222,0,7,0,0,1,1,1,2
514,1.6,37,0.1,172,1,3392,5,1647188,96,16,1,0,1,1,1,3
1515,2.6,56,0.9,184,3,262,20,2290734,56,1,0,0,1,0,1,0
721,0.5,6,0.4,194,4,530,8,2874648,32,15,0,1,0,1,1,0
603,2.5,35,0.7,126,3,3703,9,731444,13,19,1,1,0,1,0,3
1426,2.5,55,0.4,109,1,2562,3,801864,5,9,1,0,0,0,1,2
1820,1.7,64,0.6,161,1,574,18,2257307,20,3,1,1,1,0,1,1
1215,1.0,16,0.1,130,4,2632,15,668742,7,12,0,0,0,1,0,2
697,2.7,20,0.4,173,2,259,4,706006,72,11,0,1,1,1,1,0
717,0.5,10,0.6,198,1,688,15,240002,70,9,1,1,1,0,0,0
1348,2.0,36,0.3,145,6,2554,12,346788,19,11,1,1,1,0,0,2
1164,2.6,61,0.3,88,1,3859,17,1833192,110,6,1,1,1,0,0,3
578,0.5,62,0.3,170,5,2977,5,709884,180,22,1,0,1,1,1,2
1971,0.5,40,0.3,186,7,571,17,447170,56,19,1,1,1,0,1,0
1794,0.5,55,0.5,86,7,402,14,26961,98,12,1,1,0,1,1,0
1558,2.5,32,0.1,114,5,878,17,445970,80,5,1,0,1,1,1,0
1597,0.9,4,0.5,85,1,2130,15,1007600,24,23,1,0,1,0,1,2
1240,1.6,39,0.1,146,2,3260,17,2653316,13,9,0,0,0,1,0,3
1994,0.8,7,0.6,88,8,454,6,474237,88,6,1,1,1,0,1,0
1221,2.3,35,0.4,152,7,2638,14,1452735,304,26,0,0,1,1,1,2
989,1.6,24,0.6,156,8,2819,5,416906,208,28,1,1,0,1,1,2
1180,1.2,50,1.0,144,4,1464,20,1158100,21,25,1,0,1,1,1,1
718,2.8,59,0.8,113,6,1824,3,1643595,99,23,0,0,1,0,1,1
1670,1.6,47,0.8,139,8,876,5,3217516,0,15,1,1,1,0,1,1
534,2.5,21,0.3,164,7,2706,18,512519,35,10,1,0,1,0,1,2
1566,0.5,20,0.5,126,2,659,13,3093790,126,0,1,1,1,1,1,1
1935,0.5,29,0.6,124,5,455,6,693160,18,9,0,0,0,1,1,0
504,2.8,54,0.4,163,2,2378,2,1857573,187,12,1,1,0,0,1,2
913,1.7,41,0.3,103,1,2278,18,493064,45,15,0,1,1,0,1,1
1317,1.8,43,0.5,113,5,3436,5,109727,208,5,0,1,1,1,0,3
917,0.5,31,0.5,88,6,3424,13,384507,38,3,1,0,1,0,1,3
712,2.5,49,0.6,99,6,401,10,1971333,0,4,0,1,0,1,1,0
1083,1.0,52,0.9,126,2,681,19,1358825,342,26,0,0,1,1,1,0
1039,0.6,6,0.1,136,6,3212,7,33728,105,13,0,0,0,1,1,2
1747,0.5,13,0.7,185,6,3105,10,698400,7,16,0,0,0,0,1,3
1449,0.5,52,0.6,105,6,2036,10,199817,5,0,1,1,1,0,0,1
1872,0.5,49,0.2,139,7,3153,5,112509,240,32,1,1,1,0,1,3
1796,1.6,7,0.1,101,4,1642,3,532266,36,11,0,1,1,1,0,1
1097,1.4,60,0.8,181,1,509,12,210195,180,17,0,0,0,0,1,0
1562,0.5,20,0.8,172,8,3465,6,1136328,176,11,0,1,1,0,1,3
1433,2.3,27,0.9,153,7,3900,2,2672969,288,20,1,0,0,1,1,3
740,1.8,12,0.2,123,1,1105,19,1072445,42,12,0,0,1,1,0,0
676,2.2,39,0.2,84,1,2064,6,873504,91,6,0,0,0,0,1,1
503,1.8,13,0.7,131,1,3117,9,2523560,114,5,1,1,0,1,1,3
1020,1.5,7,0.7,96,3,1142,8,1403310,117,31,0,0,0,1,1,1
896,1.0,4,0.3,111,1,1060,4,2025751,120,7,0,1,1,1,1,1
1824,0.8,19,0.9,143,2,2381,5,1833590,14,9,1,0,0,0,1,2
1512,0.6,54,0.4,134,3,3366,11,404360,21,3,0,1,0,1,1,3
1053,2.9,42,0.9,126,6,1339,14,528359,0,24,0,0,0,1,0,0
1944,1.8,31,0.8,87,4,2560,8,1513182,21,10,1,1,0,0,1,3
1174,0.7,25,0.8,91,2,285,3,1602717,133,9,0,1,0,1,1,0
627,1.6,12,0.2,131,7,2476,10,366093,17,20,1,1,0,0,1,1
1602,2.7,46,0.6,118,1,1862,2,289926,144,9,0,0,0,1,1,1
1733,1.5,6,0.9,170,1,3488,10,588230,24,19,1,1,1,1,1,3
586,1.4,8,0.5,142,8,3178,10,69368,63,24,0,1,0,1,1,2
1528,2.4,37,0.2,156,8,733,14,172584,0,5,0,0,1,0,1,0
875,0.7,23,0.1,110,7,756,6,394800,70,9,0,0,0,0,0,0
1602,0.6,58,0.4,170,1,3622,17,2198214,34,25,0,0,1,1,0,3
1426,1.6,12,0.7,174,5,1277,5,2664662,126,20,0,0,0,0,1,1
1370,1.4,6,0.2,158,6,3703,11,2481936,130,13,0,0,1,0,1,3
609,0.5,10,0.1,81,6,1905,18,172212,48,10,1,0,1,1,1,1
840,1.2,15,0.3,178,6,2636,6,908928,24,13,0,1,1,0,1,2
991,2.0,12,0.3,158,5,2014,10,2028702,99,8,0,0,0,0,1,2
1724,1.8,9,0.8,100,2,3056,6,542340,288,1,1,0,0,0,1,3
584,1.8,19,0.3,168,3,465,4,1821506,96,0,1,0,1,0,1,0
860,1.3,49,0.7,141,6,3869,20,677468,224,14,1,1,1,1,1,3
1541,2.8,28,0.2,165,5,1108,7,837392,12,25,1,1,0,1,1,1
615,0.5,58,0.5,130,5,1906,5,1999118,70,15,1,1,0,0,1,1
912,2.8,46,0.4,84,4,851,4,1303450,32,17,1,1,1,1,1,0
1278,1.2,60,0.6,172,7,3142,19,1870976,44,24,1,0,0,1,1,3
1365,0.6,31,0.3,125,4,1300,13,284210,98,0,0,0,0,1,1,0
1702,1.0,36,0.1,177,5,1430,10,2394440,48,16,0,0,0,0,0,2
589,0.5,59,0.7,146,8,362,6,1410222,160,5,1,0,1,1,1,0
1347,1.5,56,0.3,95,1,2456,13,608144,0,29,0,1,1,1,1,2
1644,2.8,44,1.0,137,8,2360,19,283178,28,0,0,0,0,0,1,2
956,1.9,42,0.1,133,7,3700,7,650442,0,12,0,1,1,0,1,3
1089,1.4,2,0.1,153,7,2620,13,297299,35,30,0,1,0,0,1,2
871,0.6,52,0.1,178,3,437,17,278778,98,5,0,0,0,0,1,0
664,1.5,6,0.9,164,2,3774,18,1583872,55,24,0,0,0,0,1,3
1874,0.6,19,0.8,192,2,1218,17,1755484,150,10,1,0,1,0,0,1
1928,2.6,5,0.8,162,5,696,15,229916,168,21,0,0,1,1,1,0
888,2.6,33,0.4,198,2,3407,20,550341,12,19,0,1,0,0,1,3
1077,1.7,58,0.8,86,7,3902,3,255420,27,14,1,1,0,0,1,3
1023,2.3,30,0.2,80,8,2086,19,8720,0,12,1,1,1,1,1,1
1426,0.8,42,0.6,84,3,1356,16,831545,135,12,1,0,0,1,1,1
831,1.7,26,0.7,177,5,1704,20,317331,30,18,0,1,1,1,1,0
1496,1.3,6,0.5,85,3,3571,11,759267,16,9,1,1,1,1,1,3
1433,2.3,5,0.1,129,5,2132,19,329280,270,13,1,0,0,1,1,1
1095,2.6,44,0.7,103,4,3209,8,893308,143,5,1,1,1,1,1,3
643,0.7,23,0.8,156,1,2096,2,439600,78,12,1,1,0,0,1,1
1142,1.1,6,0.5,198,4,1273,6,1305074,0,0,1,0,0,0,1,1
730,0.5,27,0.1,112,5,3623,15,52452,36,13,1,1,1,0,1,2
1901,0.5,41,0.6,131,2,368,12,4986,5,22,1,0,0,0,1,0
1510,0.6,32,0.7,135,3,854,10,1463760,16,9,0,1,0,1,1,1
1924,2.6,59,0.9,136,6,3646,16,2765274,90,0,0,0,0,1,1,3
1825,1.1,17,0.1,157,4,3130,2,2874033,48,31,0,1,0,1,1,3
1275,0.5,5,0.2,152,1,3784,4,9519,52,12,1,1,1,0,1,3
987,2.3,17,0.8,124,7,3885,14,1130038,0,26,1,0,1,0,1,3
1538,2.3,13,0.2,121,7,1494,12,559062,180,13,1,0,1,1,1,1
1965,0.5,29,0.5,149,5,2973,20,394784,11,17,1,0,1,1,1,3
808,1.9,20,0.8,185,6,1471,11,483104,52,21,0,0,1,0,0,0
712,0.5,27,0.5,86,2,2001,12,1629705,110,17,0,0,1,1,1,1
1507,0.9,42,0.4,123,5,1486,19,605616,45,0,1,1,0,0,1,1
912,0.7,47,0.9,182,3,1321,6,574856,14,9,0,0,1,1,0,0
769,1.2,17,0.1,95,8,1877,11,2012336,36,6,1,0,0,1,0,1
948,2.3,22,0.1,173,5,3499,19,425078,77,34,0,0,1,1,1,3
507,1.9,39,0.7,142,1,2124,12,18428,0,0,1,1,1,0,1,1
1384,2.8,60,0.1,82,3,1221,15,1189430,216,33,1,1,0,1,1,1
1766,1.3,29,0.5,194,8,2316,6,573334,38,21,1,0,0,1,0,2
1407,1.8,16,0.2,170,4,1068,8,1115550,0,11,0,1,1,0,1,1
614,2.9,24,0.2,94,4,1930,4,246627,156,10,0,1,0,1,1,1
1972,2.9,14,0.4,196,7,1316,8,278936,8,27,0,0,1,0,1,1
1039,0.5,47,0.2,130,8,1742,15,721152,216,17,0,1,0,0,1,1
511,3.0,34,0.9,125,8,3265,14,191465,98,18,1,1,0,0,1,2
1811,2.5,5,0.6,98,4,2700,8,253896,91,20,1,0,1,1,1,2
1159,1.5,36,0.4,104,4,2115,18,864702,56,11,0,0,0,0,0,2
1848,1.3,12,0.1,178,2,3915,8,103935,63,26,0,1,0,1,0,3
1988,0.5,16,0.1,94,8,3144,14,106488,32,1,1,0,0,0,1,3
1469,0.5,58,0.5,150,7,1571,2,3143150,272,11,0,0,0,0,1,2
1423,0.6,44,0.8,131,5,2253,9,320640,80,25,0,0,0,0,0,1
1974,0.5,10,0.8,145,6,1433,17,792880,6,21,0,1,0,0,0,1
835,0.8,42,0.8,128,5,2583,13,545688,30,20,0,1,1,1,1,2
1429,0.6,42,0.9,151,5,1817,16,1039840,6,17,0,0,0,0,1,1
947,0.5,51,0.1,144,2,2915,6,171191,17,16,1,0,1,1,1,2
1446,2.8,18,0.3,178,8,3340,16,620919,0,1,1,1,1,1,1,3
1332,1.3,7,0.8,168,7,2790,10,723330,209,24,0,1,1,0,1,2
1498,1.2,14,0.1,191,4,577,12,129537,168,1,1,1,1,0,1,0
1576,0.9,14,0.4,173,2,3220,6,1681218,34,4,1,1,1,0,1,3
1398,1.6,26,0.8,150,1,3488,11,969420,42,20,0,1,1,0,1,3
1885,2.4,14,0.6,92,4,1277,16,2132902,54,27,0,1,0,1,1,1
798,0.5,2,0.8,148,2,3593,3,311619,126,22,1,1,1,0,0,2
1436,2.5,42,0.9,124,8,2736,19,3352536,60,1,0,1,1,0,1,3
1998,1.2,31,0.6,196,8,2311,18,67800,153,27,1,0,1,0,1,2
1321,1.3,63,0.4,109,8,1464,16,768797,42,9,1,0,1,1,1,1
1021,1.3,9,0.7,192,2,1355,14,1615493,6,19,0,0,1,0,1,1
1339,2.3,40,0.1,123,2,2382,7,269028,24,1,1,1,0,1,1,2
1210,1.6,57,0.5,111,4,1886,17,341831,0,29,1,1,0,1,1,1
